Name,Rating,Review Title,Review Text
Phil Anslow,4,Easy to sign up and use,Easy to sign up and use once you have downloaded the app and signed up. Good interest rates on savings. I have only just signed up so I can not say how Atom will work for me long term. The only downside is not being able to access on my pc as I do all of my banking online so I have to log in to the app on my phone or tablet to access my account
JOHN,5,Competitive & Straightforward,Competitive interest rates and easy to set up account etc on your mobile - much lees hassle than some of 'competitors'
Steve Chant,5,Super easy to set up the account..,"Super easy to set up the account... really reliable app - I've had zero issues at all! (Android User). Competitive rates, easy to transfer funds and the UI is really easy and modern.  Highly recommended!"
Richard Tolchard,5,Easy to apply for and open account,Easy to apply for and open account. Funds quickly appear in account.
Ms Elaine Goodacre,4,Very good,Have used atom for the last three years good rate of interest and they always remind me when my renewal date is to take my money out or re invest Would recommend
John Parnell,5,Good product great service,Easy peas to deal with and good product
Mike,4,Overall good product for saving.,"Atom is an app based product.  I have had a fixed one year saving account which is locked away for the year and interest is added to the account at the end of the year.  I rolled over the account for a few years and been very satisfied with the interest rate each year apart from 2021/2022, which was rubbish.The app is easy enough to use apart from facial recognition which is a bit sketchy. All in all good."
Raymond McGregor,5,Took only a few minutes to set up.,Took only a few minutes to set up.Easy app to use.Would definitely recommend.
MO,5,New customers,I opened two accounts with Atom this month . Very easy to set up and access on the app . Better rate of interest than most other options .
Chris Berrington,5,Great bank,"Slick, easy to use, great bank. Very pleased with my savings account and the process to set it up."
Laura Carpenter,5,Very easy to set up,Very easy to set up accounts and Face ID works really well.
Steve,5,New Account,Just opened a new account with Atom Bank. Setting the account up was simple and the App is very easy to use. Good interest rate too. Thoroughly recommend.
William Burns,5,The best rates for both easy access and…,"The best rates for both easy access and fixed accounts that I could find - The APP itself is easy to set up, easy to access and easy to use - I could complete transactions easily both in and out of my nominated account. The APP facilitates everything from viewing balances and transactions to opening new accounts from beginning to completion. The speed that my transfers in and out occurred was truly remarkable compared to other savings accounts - The security is very good with the options of a passcode and biometrics - my only small issue would be my preference for fingerprint access over facial and voice recognition. Customer service is efficient, polite and knowledgeable - although it's early days for me I'm completely sold on my first APP only service - and my 'excellent' rating is absolutely justified."
Minesh  Patel,5,Easiest account to open,"Easiest account to open, very user friendly app, no nonsense and in these times good value compared to other banks"
ROGER BOWER,5,Great rates and easy processs,Easy sign up process and great rates. Moving my savings over to Atom was a smooth process
Paul,5,Fantastic to join Atom bank which was a…,"Fantastic to join Atom bank which was a super-efficient and simple process.  Compared to a large bank I recently joined up with which was slow and totally inefficient, I can't believe how straightforward it has been."
